REFERENCE_COMPOUND_NAME,PUBCHEM_CID,CHEBI_ID,CHEBI_NAME,COMPOUND_ID,MolecularFormula,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,Fingerprint2D,inflammation,multiple_sclerosis,mental_health
"DUKE:2,3-DI-O-METHYLXYLOSE",PCID:14536298,CHEBI:NA,,PCID:14536298,C7H14O5,COC(C=O)C(C(CO)O)OC,CO[C@@H](C=O)[C@H]([C@@H](CO)O)OC,"InChI=1S/C7H14O5/c1-11-6(4-9)7(12-2)5(10)3-8/h4-8,10H,3H2,1-2H3/t5-,6+,7+/m1/s1",RTNZMCCAPWYVBP-VQVTYTSYSA-N,"(2R,3S,4R)-4,5-dihydroxy-2,3-dimethoxypentanal",AAADccBgOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICAAAABgAIAAgQgAIAAAAAAAAAAAFAAAABEBYAAAQAQAAFIAADAADKBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:14-15-DIHYDRO-AJUGAPITIN,PCID:70697906,CHEBI:67467,"14,15-dihydroajugapitin",PCID:70697906,C29H44O10,CCC(C)C(=O)OC1C(CC2C(C(CC(C2(C13CO3)COC(=O)C)OC(=O)C)C)(C)C4CC5CCOC5O4)O,CCC(C)C(=O)O[C@H]1[C@@H](C[C@@H]2[C@@]([C@@H](C[C@@H]([C@]2([C@@]13CO3)COC(=O)C)OC(=O)C)C)(C)[C@@H]4C[C@H]5CCO[C@H]5O4)O,"InChI=1S/C29H44O10/c1-7-15(2)25(33)39-24-20(32)12-21-27(6,22-11-19-8-9-34-26(19)38-22)16(3)10-23(37-18(5)31)28(21,13-35-17(4)30)29(24)14-36-29/h15-16,19-24,26,32H,7-14H2,1-6H3/t15?,16-,19-,20-,21-,22+,23+,24+,26+,27+,28+,29-/m1/s1",XMVULWKEVGKECE-DBNYLVSFSA-N,"[(1R,2S,3R,4aR,5S,6R,8S,8aR)-5-[(3aR,5S,6aS)-2,3,3a,4,5,6a-hexahydrofuro[2,3-b]furan-5-yl]-8-acetyloxy-8a-(acetyloxymethyl)-3-hydroxy-5,6-dimethylspiro[3,4,4a,6,7,8-hexahydro-2H-naphthalene-1,2'-oxirane]-2-yl] 2-methylbutanoate",AAADcfB4PAAAAAAAAAAAAAAAEgAAASJAAAAwYAAAAAASAADAAAAAGgAACAAAD1SwgAMCCAAABgAIAACQCAAAAAAAAAAAAAEAAAAREBIAAAAiQAAFAAAHAAHA4PwPgAAAAAAAAADAAAYQADCAAAAAAAAAAA==,False,False,False
DUKE:PODOPHYLLIC-ACID,PCID:251643,CHEBI:135764,mitopodozide,PCID:251643,C24H30N2O8,CCNNC(=O)C1C(C(C2=CC3=C(C=C2C1C4=CC(=C(C(=C4)OC)OC)OC)OCO3)O)CO,CCNNC(=O)[C@H]1[C@@H]([C@H](C2=CC3=C(C=C2[C@H]1C4=CC(=C(C(=C4)OC)OC)OC)OCO3)O)CO,"InChI=1S/C24H30N2O8/c1-5-25-26-24(29)21-15(10-27)22(28)14-9-17-16(33-11-34-17)8-13(14)20(21)12-6-18(30-2)23(32-4)19(7-12)31-3/h6-9,15,20-22,25,27-28H,5,10-11H2,1-4H3,(H,26,29)/t15-,20+,21-,22-/m0/s1",CPTIBDHUFVHUJK-NZYDNVMFSA-N,"(5R,6R,7R,8R)-N'-ethyl-8-hydroxy-7-(hydroxymethyl)-5-(3,4,5-trimethoxyphenyl)-5,6,7,8-tetrahydrobenzo[f][1,3]benzodioxole-6-carbohydrazide",AAADceB7PAAAAAAAAAAAAAAAAAAAASAAAAAwYMAAAAAAAEjBQAAAHgAYCAAADRThmAcyDoBiBgCIAiFSEAACCAAgIAISqIEGiIgdNzKEsRqgcCIl0BUOuAf66PyOoAABCAAQQADAAAYQADCAAAAAAAAAAA==,False,False,False
DUKE:ACETIC-ACID-HEXYL-ESTER,PCID:663174,CHEBI:108021,2-cyano-2-[3-(4-morpholinyl)-2-quinoxalinyl]acetic acid hexyl ester,PCID:663174,C21H26N4O3,CCCCCCOC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCOCC3,CCCCCCOC(=O)C(C#N)C1=NC2=CC=CC=C2N=C1N3CCOCC3,"InChI=1S/C21H26N4O3/c1-2-3-4-7-12-28-21(26)16(15-22)19-20(25-10-13-27-14-11-25)24-18-9-6-5-8-17(18)23-19/h5-6,8-9,16H,2-4,7,10-14H2,1H3",VIUDPZBXTYZPHE-UHFFFAOYSA-N,hexyl 2-cyano-2-(3-morpholin-4-ylquinoxalin-2-yl)acetate,AAADceB7sAAAAAAAAAAAAAAAAAAAAAAAAAA8WIAAAAAAAACx8AAAHgAAAAAADQjhlgYz+LMIFAC4BSbybACCgC0hEiAJmCE4dJiK4PrAnZGXIAhuwAPYyC+0QAAIAAAAAAAAACAAAAAAAAAAQAAAAAAAAA==,False,False,False
DUKE:VESTITONE,PCID:439310,CHEBI:16786,vestitone,PCID:439310,C16H14O5,COC1=CC(=C(C=C1)C2COC3=C(C2=O)C=CC(=C3)O)O,COC1=CC(=C(C=C1)[C@@H]2COC3=C(C2=O)C=CC(=C3)O)O,"InChI=1S/C16H14O5/c1-20-10-3-5-11(14(18)7-10)13-8-21-15-6-9(17)2-4-12(15)16(13)19/h2-7,13,17-18H,8H2,1H3/t13-/m0/s1",WQCJOKYOIJVEFN-ZDUSSCGKSA-N,"(3R)-7-hydroxy-3-(2-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",AAADccB4OAAAAAAAAAAAAAAAAAAAAAAAAAA0YIAAAAAAAACRQAAAGgAACAAADQSgmAIyBoAABgCIAqBSAAACCAAkIAAIiAEGCMgMJzaGNRqCeWCl4BUIuYfK7PzOoAAACAAIAABAAAAQABAAAAAAAAAAAA==,False,False,False
DUKE:TETRADEC-1-ENE,PCID:14260,CHEBI:77505,1-tetradecene,PCID:14260,C14H28,CCCCCCCCCCCCC=C,CCCCCCCCCCCCC=C,"InChI=1S/C14H28/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3H,1,4-14H2,2H3",HFDVRLIODXPAHB-UHFFFAOYSA-N,tetradec-1-ene,AAADceBwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAACACAAAACAAAAAACAACBCAAAAAAAgAAAIAAAAAAgAAAIAAQAAAAAAgAAAAAEAgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:PACHYCARPIDINE,PCID:114850,CHEBI:NA,,PCID:114850,C15H24N2O2,C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-],C1C[C@@H]2[C@H]3CCC[N+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-],"InChI=1S/C15H24N2O2/c18-14-7-1-6-13-12-5-3-9-17(19)8-2-4-11(15(12)17)10-16(13)14/h11-13,15H,1-10H2/t11-,12+,13+,15-,17?/m0/s1",XVPBINOPNYFXID-LHDUFFHYSA-N,"(1R,2R,9S,17S)-13-oxido-7-aza-13-azoniatetracyclo[7.7.1.02,7.013,17]heptadecan-6-one",AAADceBzMAAAAAAAAAAAAAAAAAAAAAAAAAAsWLFgAAAAAACwAAAAHgAEAAAADSjBgAQAAAMQAAAIAAEQEAAAAAAAAAAgAAEIAAAAABIAwAAEAAAABgCAAAEYicCeAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:ISOPETASIN,PCID:5318627,CHEBI:NA,,PCID:5318627,C20H28O3,CC=C(C)C(=O)OC1CCC2=CC(=O)C(=C(C)C)CC2(C1C)C,C/C=C(/C)\C(=O)O[C@@H]1CCC2=CC(=O)C(=C(C)C)C[C@@]2([C@H]1C)C,"InChI=1S/C20H28O3/c1-7-13(4)19(22)23-18-9-8-15-10-17(21)16(12(2)3)11-20(15,6)14(18)5/h7,10,14,18H,8-9,11H2,1-6H3/b13-7-/t14-,18+,20+/m0/s1",OFDHBFFGRFCQOW-KSEJUSODSA-N,"[(1R,2R,8aR)-1,8a-dimethyl-6-oxo-7-propan-2-ylidene-2,3,4,8-tetrahydro-1H-naphthalen-2-yl] (Z)-2-methylbut-2-enoate",AAADceB4MAAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACAAAAAGgAAAAAADxSggAICCAAABACIAqDSCAAAAAAgAAAACAEAAEgABBIAIQACEAAEgAAIIYOIyPCPgAAAAAAAAAAAAAIAADAAAAAAAAAAAA==,False,True,True
DUKE:TORACHRYSONE-8-O-GLUCOSIDE,PCID:11972479,CHEBI:NA,,PCID:11972479,C20H24O9,CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)OC3C(C(C(C(O3)CO)O)O)O)OC,CC1=CC2=CC(=CC(=C2C(=C1C(=O)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)OC,"InChI=1S/C20H24O9/c1-8-4-10-5-11(27-3)6-12(15(10)17(24)14(8)9(2)22)28-20-19(26)18(25)16(23)13(7-21)29-20/h4-6,13,16,18-21,23-26H,7H2,1-3H3/t13-,16-,18+,19-,20-/m1/s1",GHKWPHRULCFTBB-CZNQJBLBSA-N,"1-[1-hydroxy-6-methoxy-3-methyl-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxynaphthalen-2-yl]ethanone",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0YIAAAAAAAADBUAAAGgAACAAADBSwmAMyDsAABgCIAqBSAAACCAAkIAAAiAEGCMgdNzaGNRqieWCl4BUPuQfI7PzO4AADCAAYAADAAAYQADAAAAAAAAAAAA==,False,False,False
DUKE:ISOMITRAPHYLLINE-N-OXIDE,PCID:102403036,CHEBI:NA,,PCID:102403036,C21H24N2O5,CC1C2C[N+]3(CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O)[O-],C[C@H]1[C@H]2C[N+]3(CC[C@@]4([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O)[O-],"InChI=1S/C21H24N2O5/c1-12-14-10-23(26)8-7-21(16-5-3-4-6-17(16)22-20(21)25)18(23)9-13(14)15(11-28-12)19(24)27-2/h3-6,11-14,18H,7-10H2,1-2H3,(H,22,25)/t12-,13-,14+,18-,21-,23?/m0/s1",DTEXPPFMGPLSPX-JOZZOWJMSA-N,"methyl (1S,4aS,5aS,6S,10aR)-1-methyl-9-oxido-2'-oxospiro[1,4a,5,5a,7,8,10,10a-octahydropyrano[3,4-f]indolizin-9-ium-6,3'-1H-indole]-4-carboxylate",AAADceB7OAAAAAAAAAAAAAAAAAAAAWLAAAA8QIAAAAAAAFiBAAAAHgAUAAAADzzhmAYyyIPQBACIAiXSWACCCAAhIgAoiAEIZMgIJDrA9ZGEIAhmlADI6Iec/e/fgAAAAAACAAAAAAAAAAQAAAAAAAAAAA==,False,False,False
"DUKE:4,4-DIBUTYL-GAMMA-BUTYROLACTONE",PCID:10608036,CHEBI:NA,,PCID:10608036,C12H22O2,CCCCC1(CCC(=O)O1)CCCC,CCCCC1(CCC(=O)O1)CCCC,"InChI=1S/C12H22O2/c1-3-5-8-12(9-6-4-2)10-7-11(13)14-12/h3-10H2,1-2H3",KZEKELDMLDBVFV-UHFFFAOYSA-N,"5,5-dibutyloxolan-2-one",AAADceBwMAAAAAAAAAAAAAAAAAAAASAAAAAAAAAAAAAAAAAAAAAAGgAAAAAADESAgAACCAAABAAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAACAAAEAAAAAAGKyKCOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:OCIMENOL,PCID:5368785,CHEBI:NA,,PCID:5368785,C10H18O,CC(=CCCC(C)(C)O)C=C,C/C(=C\CCC(C)(C)O)/C=C,"InChI=1S/C10H18O/c1-5-9(2)7-6-8-10(3,4)11/h5,7,11H,1,6,8H2,2-4H3/b9-7+",IJFKZRMIRAVXRK-VQHVLOKHSA-N,"(5E)-2,6-dimethylocta-5,7-dien-2-ol",AAADceBwIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADESAgAACAAAAAgCAAiBCAAAAAAAgAAAICAAAAAgIAAIAAQAAQAAEgAAIgAIAAAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:ISOVINCAMINE,PCID:5668,CHEBI:NA,,PCID:5668,C21H26N2O3,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,"InChI=1S/C21H26N2O3/c1-3-20-10-6-11-22-12-9-15-14-7-4-5-8-16(14)23(17(15)18(20)22)21(25,13-20)19(24)26-2/h4-5,7-8,18,25H,3,6,9-13H2,1-2H3",RXPRRQLKFXBCSJ-UHFFFAOYSA-N,"methyl 15-ethyl-17-hydroxy-1,11-diazapentacyclo[9.6.2.02,7.08,18.015,19]nonadeca-2,4,6,8(18)-tetraene-17-carboxylate",AAADceB7MAAAAAAAAAAAAAAAAAAAAWAAAAA8WLEAAAAAAFix8AAAHgAACAAADizBngYyyPMMFgCoAyTyTAKCgCAhAiAImCH4ZJgLYPLAkbGVYAhkgADbyAe42eOfgAAAAAACAAAAAAAAAAQAAAAAAAAAAA==,False,False,False
DUKE:1-METHYLPROPYL-1-PROPENYL-DISULFIDE,PCID:91704044,CHEBI:166591,1-Methylpropyl 1-propenyl disulfide,PCID:91704044,C7H14S2,CCC(C)SSC=CC,CCC(C)SS/C=C/C,"InChI=1S/C7H14S2/c1-4-6-8-9-7(3)5-2/h4,6-7H,5H2,1-3H3/b6-4+",IOVUOUZQSDBAQN-GQCTYLIASA-N,2-[[(E)-prop-1-enyl]disulfanyl]butane,AAADccBgAABgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAQAAAAACACEQACCAAAAAACAACBCAAAAAAAAAAAIAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:CARYOPHYLLENOL-I,PCID:12312991,CHEBI:NA,,PCID:12312991,C15H24O,CC1=CCC2C(CC2(C)C)C(=C)CCC1O,C/C/1=C/C[C@@H]2[C@H](CC2(C)C)C(=C)CC[C@@H]1O,"InChI=1S/C15H24O/c1-10-6-8-14(16)11(2)5-7-13-12(10)9-15(13,3)4/h5,12-14,16H,1,6-9H2,2-4H3/b11-5-/t12-,13-,14+/m1/s1",DWUYGFWOANEJRE-GEMYPJNZSA-N,"(1R,3Z,5S,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-3-en-5-ol",AAADceBwIAAAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAEAAAAAAGgAACAAADxSggAICAAAAAgCAAiBCAAAAAAAgAAAACAAAAAgAFAIAAQAAUAAEgAAIEAOAwPAPgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:TOMENTOSIN,PCID:155173,CHEBI:9631,Tomentosin,PCID:155173,C15H20O3,CC1CC2C(CC=C1CCC(=O)C)C(=C)C(=O)O2,C[C@H]1C[C@@H]2[C@H](CC=C1CCC(=O)C)C(=C)C(=O)O2,"InChI=1S/C15H20O3/c1-9-8-14-13(11(3)15(17)18-14)7-6-12(9)5-4-10(2)16/h6,9,13-14H,3-5,7-8H2,1-2H3/t9-,13+,14+/m0/s1",AVFIYMSJDDGDBQ-CUOATXAZSA-N,"(3aR,7S,8aR)-7-methyl-3-methylidene-6-(3-oxobutyl)-4,7,8,8a-tetrahydro-3aH-cyclohepta[b]furan-2-one",AAADceBwMAAAAAAAAAAAAAAAAAAAASAAAAAAAAAABAAAAACAAAAAGgAAAAAADRSggAICCAAABACIAqDSCAAAAAAgAAAACAEAAEgABBIAIQACAAAEwAAIIIOKyOCOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:ISOQUASSIN,PCID:23624185,CHEBI:NA,,PCID:23624185,C22H28O6,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC,C[C@@H]1C=C(C(=O)[C@]2([C@H]1C[C@@H]3[C@@]4([C@@H]2C(=O)C(=C([C@H]4CC(=O)O3)C)OC)C)C)OC,"InChI=1S/C22H28O6/c1-10-7-14(26-5)20(25)22(4)12(10)8-15-21(3)13(9-16(23)28-15)11(2)18(27-6)17(24)19(21)22/h7,10,12-13,15,19H,8-9H2,1-6H3/t10-,12+,13-,15-,19+,21-,22+/m1/s1",IOSXSVZRTUWBHC-NYWUXZQNSA-N,"(1S,2S,6S,7S,9R,13S,17S)-4,15-dimethoxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.02,7.013,17]heptadeca-4,14-diene-3,11,16-trione",AAADceB4OAAAAAAAAAAAAAAAAAAAAAAAAAA0QIEAAAAAAACQAAAAGgAAAAAADxSggAICCAAABACIAqDSCAIACAAgIAAACAFAAEgAABIAAAQCAAAEgAAIAYOL7PzPgAAAAAAAAADAAAYAADAAAAAAAAAAAA==,False,False,False
DUKE:OXOUSHINSUNINE,PCID:10144,CHEBI:70649,liriodenine,PCID:10144,C17H9NO3,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,"InChI=1S/C17H9NO3/c19-16-11-4-2-1-3-10(11)14-13-9(5-6-18-15(13)16)7-12-17(14)21-8-20-12/h1-7H,8H2",MUMCCPUVOAUBAN-UHFFFAOYSA-N,"3,5-dioxa-11-azapentacyclo[10.7.1.02,6.08,20.014,19]icosa-1(20),2(6),7,9,11,14,16,18-octaen-13-one",AAADccB6MAAAAAAAAAAAAAAAAAAAASAAAAA8YMEAAAAAAEjx9AAAHgAAAAAADAzBngc8jtIIFACoA7R3RACCiCA3IiAI2CG+7NgdJnLEtbukMSpkwBHO6Ye43PPOoAADAAAYQADQAAaAADSAAAAAAAAAAA==,True,True,False
DUKE:LOQUATIFOLIN-A,PCID:131751016,CHEBI:172837,Loquatifolin A,PCID:131751016,C39H66O18,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C)(CCC=C(C)CCC=C(C)C)C=C)O)O)OC3C(C(C(C(O3)C)OC4C(C(C(C(O4)C)O)O)O)O)O)O)O)O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC(C)(CC/C=C(\C)/CCC=C(C)C)C=C)O)O)OC3C(C(C(C(O3)C)OC4C(C(C(C(O4)C)O)O)O)O)O)O)O)O,"InChI=1S/C39H66O18/c1-9-39(8,15-11-14-18(4)13-10-12-17(2)3)57-38-32(49)28(45)34(22(54-38)16-50-35-29(46)25(42)23(40)19(5)51-35)56-37-31(48)27(44)33(21(7)53-37)55-36-30(47)26(43)24(41)20(6)52-36/h9,12,14,19-38,40-49H,1,10-11,13,15-16H2,2-8H3/b18-14+",OJGRBKZBRBHZGE-NBVRZTHBSA-N,"2-[[3-[3,4-dihydroxy-6-methyl-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-4,5-dihydroxy-6-[(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-yl]oxyoxan-2-yl]methoxy]-6-methyloxane-3,4,5-triol",AAADcfB8PgAAAAAAAAAAAAAAAAAAAAAAAAAkSJEgAAAAAAAAAAAAGgAACAAADFSwgAMCCAAABgCAAiBCAAAAAAAgAAAICAAAAAgRFAIAIQAiQAAFgAAPIAPAYAwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,False,False,False
DUKE:BASTADIN-14,PCID:10260430,CHEBI:NA,,PCID:10260430,C34H25Br5N4O8,C1CNC(=O)C(=NO)CC2=CC(=C(C=C2)OC3=C(C(=CC(=C3)CC(=NO)C(=O)NC=CC4=CC(=C(C(=C4)Br)OC5=C(C(=CC1=C5)Br)O)Br)Br)O)Br,C1CNC(=O)/C(=N/O)/CC2=CC(=C(C=C2)OC3=C(C(=CC(=C3)C/C(=N\O)/C(=O)N/C=C/C4=CC(=C(C(=C4)Br)OC5=C(C(=CC1=C5)Br)O)Br)Br)O)Br,"InChI=1S/C34H25Br5N4O8/c35-20-7-16-1-2-27(20)50-28-15-19(11-22(37)30(28)44)13-26(43-49)34(47)40-5-3-17-9-23(38)32(24(39)10-17)51-29-14-18(8-21(36)31(29)45)4-6-41-33(46)25(12-16)42-48/h1-3,5,7-11,14-15,44-45,48-49H,4,6,12-13H2,(H,40,47)(H,41,46)/b5-3+,42-25+,43-26+",HXWATZFIMWEHEG-XDDRAWHZSA-N,"(12E,25E,28E)-5,16,21,32,33-pentabromo-4,20-dihydroxy-12,25-bis(hydroxyimino)-2,18-dioxa-10,27-diazapentacyclo[28.2.2.214,17.13,7.119,23]octatriaconta-1(32),3,5,7(38),14,16,19,21,23(35),28,30,33,36-tridecaene-11,26-dione",AAADceB/vAAAHAAAAAAAAAAAAAAAAAAAAAAwYMGAAAAAAAABVAAAHgBUCAABrAzBmAQwBoLQBgCoAyF2UAACCAAgIgQIiIE+iKgNJjKGsRuGeCOk1hGLuheY2LKOIAABEIAgRABAAAIhAECIAAAAAAAAAA==,False,False,False
DUKE:AURICULOSIDE,PCID:442260,CHEBI:2929,auriculoside,PCID:442260,C22H26O10,COC1=C(C=C(C=C1OC2C(C(C(C(O2)CO)O)O)O)C3CCC4=C(O3)C=C(C=C4)O)O,COC1=C(C=C(C=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@@H]3CCC4=C(O3)C=C(C=C4)O)O,"InChI=1S/C22H26O10/c1-29-21-13(25)6-11(14-5-3-10-2-4-12(24)8-15(10)30-14)7-16(21)31-22-20(28)19(27)18(26)17(9-23)32-22/h2,4,6-8,14,17-20,22-28H,3,5,9H2,1H3/t14-,17+,18+,19-,20+,22+/m0/s1",IJMWYFHXJWRHQH-PSWNVJQFSA-N,"(2S,3R,4S,5S,6R)-2-[3-hydroxy-5-[(2S)-7-hydroxy-3,4-dihydro-2H-chromen-2-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",AAADceB4PAAAAAAAAAAAAAAAAAAAAAAAAAA0aIEAAAAAAACRQAAAGgAACAAADBSwmAMyDoAABgCAAiBCAAACCAAgIAAIiAAGiIgdNyKGMRqieCOlwBUPuAfA4PwOIAABCAAIQABAAAIQABCAAAAAAAAAAA==,False,True,True
DUKE:ISOSPECIOFOLINE,PCID:101289836,CHEBI:NA,,PCID:101289836,C22H28N2O5,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=C(C=CC=C4O)NC3=O,CC[C@@H]1CN2CC[C@@]3([C@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)C4=C(C=CC=C4O)NC3=O,"InChI=1S/C22H28N2O5/c1-4-13-11-24-9-8-22(19-16(23-21(22)27)6-5-7-17(19)25)18(24)10-14(13)15(12-28-2)20(26)29-3/h5-7,12-14,18,25H,4,8-11H2,1-3H3,(H,23,27)/b15-12+/t13-,14+,18-,22-/m1/s1",IXWWTVSMMIIIFZ-UKBVIRROSA-N,"methyl (E)-2-[(3S,6'S,7'S,8'aR)-6'-ethyl-4-hydroxy-2-oxospiro[1H-indole-3,1'-3,5,6,7,8,8a-hexahydro-2H-indolizine]-7'-yl]-3-methoxyprop-2-enoate",AAADceB7OAAAAAAAAAAAAAAAAAAAAWLAAAA8QAAAAAAAAFgBAAAAHgAQCAAADyzhmAYyzoPABgCIAiXSWACCCAAhIgAIiAEObMgIJjrC9ZOEcAhm1BnI+Ie+2eOfgAAAAgAKAAAAAAAEABQAAAAAAAAAAA==,False,False,False
DUKE:WUWEIZISU-A,PCID:443027,CHEBI:10044,Wuweizisu C,PCID:443027,C22H24O6,CC1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4CC1C)OCO5)OC)OC)OCO3,C[C@@H]1CC2=CC3=C(C(=C2C4=C(C5=C(C=C4C[C@@H]1C)OCO5)OC)OC)OCO3,"InChI=1S/C22H24O6/c1-11-5-13-7-15-19(27-9-25-15)21(23-3)17(13)18-14(6-12(11)2)8-16-20(22(18)24-4)28-10-26-16/h7-8,11-12H,5-6,9-10H2,1-4H3/t11-,12+",HTBWBWWADZJXID-TXEJJXNPSA-N,"(12S,13R)-3,22-dimethoxy-12,13-dimethyl-5,7,18,20-tetraoxapentacyclo[13.7.0.02,10.04,8.017,21]docosa-1(22),2,4(8),9,15,17(21)-hexaene",AAADceB4OAAAAAAAAAAAAAAAAAAAASJAAAAwYAAAAAAYAEgBQAAAGgAAAAAADQSAmAMyDoAABACAAiBCAAACCAAgIAAAiAAGiIgdJyKEMRqgMCIlwBUOqAfA4PwOoAABCAAYQABAAAIQADCAAAAAAAAAAA==,False,False,False
DUKE:COPTISINE,PCID:72322,CHEBI:67862,coptisine,PCID:72322,C19H14NO4+,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6,C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6,"InChI=1S/C19H14NO4/c1-2-16-19(24-10-21-16)14-8-20-4-3-12-6-17-18(23-9-22-17)7-13(12)15(20)5-11(1)14/h1-2,5-8H,3-4,9-10H2/q+1",XYHOBCMEDLZUMP-UHFFFAOYSA-N,"5,7,17,19-tetraoxa-13-azoniahexacyclo[11.11.0.02,10.04,8.015,23.016,20]tetracosa-1(13),2,4(8),9,14,16(20),21,23-octaene",AAADccB6OAAAAAAAAAAAAAAAAAAAASJAAAA8eIEAAAAAAEix9AAAHgAAAAAADAzBngc8jtMMFACgAzRnRACCiCAxIiAI2CA+7JgdJuLEsZukMCpmwBnO6Aew0PMOoAABAAAYQABAAAIAADCAAAAAAAAAAA==,True,True,True
DUKE:THUJ-4(10)-ENE,PCID:18818,CHEBI:50027,sabinene,PCID:18818,C10H16,CC(C)C12CCC(=C)C1C2,CC(C)C12CCC(=C)C1C2,"InChI=1S/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h7,9H,3-6H2,1-2H3",NDVASEGYNIMXJL-UHFFFAOYSA-N,4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,AAADceBwAAAAAAAAAAAAAAAAGAAAAYAAAAAwAAAAAAAAAAAAAAAAGAAAAAAADwCAAAACAAAAAACAAgBCAAAAAAAgAAAAAAAAAAgAAAIAAQAAAAAAgAAAAAEAgMAPgAAAAAAAAAAAAAAAAAAAAAAACAAAAA==,False,False,False
DUKE:HELIAMINE,PCID:15623,CHEBI:5637,Heliamine,PCID:15623,C11H15NO2,COC1=C(C=C2CNCCC2=C1)OC,COC1=C(C=C2CNCCC2=C1)OC,"InChI=1S/C11H15NO2/c1-13-10-5-8-3-4-12-7-9(8)6-11(10)14-2/h5-6,12H,3-4,7H2,1-2H3",CEIXWJHURKEBMQ-UHFFFAOYSA-N,"6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline",AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAACxAAAAHgAQAAAADATBmAYyBoLABACAAiBCAACCCAAgIAAAiIAOjIgNJiKEsRuEMCpk0BGKqAew0LIOoAABAAAQQABAAAIAACCAAAAAAAAAAA==,False,False,False
